,stars,title,content
81,2,Runs out of inc fast,"This printer is efficient but unfortunately consumes ink quickly. While it delivers fast and reliable printing, the frequent need for ink replacement can be a drawback. If you have high-volume printing needs, be prepared for more frequent ink cartridge changes. However, if speed is a priority and you’re willing to manage ink usage, this printer can still be a valuable asset for its swift performance."
82,2,Don't waste your money,The unit does not do two-sided copies does not stay in sync if you do more than five pages good luck it'll print the wrong side get confused first two will come out good that's it it can't do more than two pages at a time
83,2,Color wise,I need to be cleaning the printer heads everyday. It’s ridiculous how many times I have to do it or how many times it ruins a project.
84,2,Messy ink change,I have had at least one ink cartridge leak both times I have changed the ink. The printer has an issue staying connected to my WiFi.
85,2,Doesn't last,"I purchased this printer for my classroom in October.  It is January and will no longer work correctly.  I get a printhead error every time I try to print.  I paid too much for a printer to only last 3-3 1/2 months.  I bought  a cheap model at local store, and it lasted for over 5 years."
86,2,Difficult set up.,I've worked with thus for hours and still can't get to send scans to computer. Just can't get a real customer service person. Be aware there is a scamm connected to customer service that infect your computer when looking for customer service.
87,2,WAY too complicated to Register,"I would not recommend buying an HP printer.  This is a low-end printer, but it is INCREDIBLY complicated to set up and it intrudes in asking for WAYYYY too much personal information which should not be required to print and scan.  You need to download software, you need to create an account.  I felt it was so intrusive and regret purchasing from this company.  moving forward I would not.  Not everything needs its own app....this is idiotic."
88,2,Retured this printer after 5 hrs of  trying  to  get it to scan.,"H.P. gave me there run around.the scanner won't  run on windows 11 . Its  Tax filing Time . They hope just throw it in closet, or say  well "" the copyer works"" .  Its ok dear."
89,2,Almost useless,Printer works maybe 30% of the timeBeen nothing but issues since the day I bought it
90,2,No power cord,"Printer was delivered with no power cord.  After being on hold with HP Customer Service for over 30 minutes, they are sending a power cord, but I have to wait 17 days for it, which seems excessive to me."
91,2,Great Printer. HUGE Flaw.,"Do not buy this printer if you are a Mac or iPhone user. This printer cannot scan to Macs or iPhones. I am extremely disappointed by this as this is a great printer with good, updated technology, so now I will have to restart the process for finding a printer that works with Apple products…"
